image,question,answer
image2851,Is nervous present?,yes
image2851,Where is this?,nervous
image2852,What is present?,nervous
image2852,"Does this image show brain, infarct due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery, plasmacytic astrocytes?",yes
image2852,What does this image show?,brain
image2852,Is nervous present?,yes
image2852,Where is this?,nervous
image2853,"Does this image show touch impression from brain, toxoplasma cyst?",yes
image2853,Where is this?,nervous
image2853,Is multiple myeloma present?,no
image2853,Is nervous present?,yes
image2853,What is present?,nervous
image2853,"Does pituitectomy show touch impression from brain, toxoplasma cyst?",no
image2854,Is brain present?,yes
image2854,What is present?,brain
image2854,Is metastatic carcinoma colon present?,no
image2854,Is atrophy present?,no
image2854,Is glial nodule present?,yes
image2854,Does this image show typical nodule cause not known at this time?,yes
image2854,Does feet show typical nodule cause not known at this time?,no
image2855,What is present?,nervous
image2855,Is metastatic carcinoma colon present?,no
image2855,Is nervous present?,yes
image2855,"Does this image show spinal cord injury due to vertebral column trauma, demyelination?",yes
image2855,"Does basal skull fracture show spinal cord injury due to vertebral column trauma, demyelination?",no
image2856,Does this typical lesion show brain lymphoma?,no
image2856,Is esophagus present?,no
image2856,Does this image show brain lymphoma?,yes
image2856,What is present?,nervous
image2856,Is nervous present?,yes
image2856,Where is this?,nervous
image2857,Is malignant thymoma present?,no
image2857,Is neurofibrillary change present?,yes
image2857,Is laceration present?,no
image2857,Is brain present?,yes
image2857,What is present?,brain
image2858,"Does case of dic not bad photo show brain, pick 's disease?",no
image2858,Where is this?,nervous
image2858,Is gout present?,no
image2858,What does this image show?,brain
image2858,"Does this image show brain, pick 's disease?",yes
image2858,Is nervous present?,yes
image2858,What is present?,nervous
image2859,What is present?,nervous
image2859,"Does retroperitoneal liposarcoma show herpes simplex virus, brain, immunohistochemistry?",no
image2859,"Does this image show herpes simplex virus, brain, immunohistochemistry?",yes
image2859,Is malignant thymoma present?,no
image2859,Is nervous present?,yes
image2860,Is another fiber other frame present?,no
image2860,What stain gram negative bacteria?,gram
image2860,Does gram stain gram negative bacteria?,yes
image2860,Does this image show gram stain gram negative bacteria?,yes
image2860,Does gangrene toe in infant stain gram negative bacteria?,no
image2860,How does gram stain gram  bacteria ?,negative
image2860,Is cm present?,no
image2860,What is present?,brain
image2860,Is brain present?,yes
image2860,Does placenta show gram stain gram negative bacteria?,no
image2860,Is meningitis purulent present?,yes
image2861,Is optic nerve present?,no
image2861,Is nervous present?,yes
image2861,What is present?,nervous
image2861,"Does newborn cord around neck show herpes simplex virus, brain, immunohistochemistry?",no
image2861,"Does this image show herpes simplex virus, brain, immunohistochemistry?",yes
image2862,Is nervous present?,yes
image2862,What is present?,nervous
image2862,"Does this image show brain, intraventricular hemorrhage?",yes
image2862,What does this image show?,brain
image2863,"Does this image show neural tube defect, meningomyelocele?",yes
image2864,Does this image show neural tube defect?,yes
image2865,Where is this?,lung
image2865,Is respiratory present?,yes
image2865,What is present?,respiratory
image2865,"Does this image show hilar lymph nodes, nodular sclerosing hodgkins disease and diffuse alveolar damage with hemorrhagic pneumonia?",yes
image2866,What does this image show?,lung
image2866,Where is this?,lung
image2866,Is cervix duplication present?,no
image2866,Is respiratory present?,yes
image2866,"Does this image show lung, emphysema and bronchial hemorrhage, alpha-1 antitrypsin deficiency?",yes
image2866,What is present?,respiratory
image2866,"Does stress show lung, emphysema and bronchial hemorrhage, alpha-1 antitrypsin deficiency?",no
image2866,"How many antitrypsin does this image show lung, emphysema and bronchial hemorrhage, alpha-deficiency?",1
image2867,What is present?,respiratory
image2867,Is respiratory present?,yes
image2867,Where is this?,lung
image2867,"Does this image show lung fibrosis, scleroderma?",yes
image2868,What does this image show?,lung
image2868,"Does this image show lung, emphysema severe with bullae?",yes
image2868,"Does basal skull fracture show lung, emphysema severe with bullae?",no
image2868,What is present?,respiratory
image2868,Is respiratory present?,yes
image2868,Is close-up excellent example of interosseous muscle atrophy present?,no
image2868,Where is this?,lung
image2869,Is metastatic malignant melanoma present?,no
image2869,Is respiratory present?,yes
image2869,Where is this?,lung
image2869,Does pituitary show Breast cancer metastasis to lung?,no
image2869,What is present?,respiratory
image2869,Does this image show Breast cancer metastasis to lung?,yes
image2870,Is respiratory present?,yes
image2870,What is present?,respiratory
image2870,"Does this image show lung fibrosis, scleroderma?",yes
image2870,Where is this?,lung
image2871,Is respiratory present?,yes
image2871,What is present?,respiratory
image2871,"Does whipples disease show lung, cystic fibrosis?",no
image2871,"Does this image show lung, cystic fibrosis?",yes
image2871,What does this image show?,lung
image2871,Where is this?,lung
image2871,Is case of dic not bad photo present?,no
image2872,What does this image show?,lung
image2872,"Does this image show lung, asbestosis and mesothelioma?",yes
image2872,"Does hypospadias show lung, asbestosis and mesothelioma?",no
image2872,What is present?,respiratory
image2872,Is respiratory present?,yes
image2872,Is coronary artery present?,no
image2872,Where is this?,lung
image2873,Is respiratory present?,yes
image2873,Where is this?,lung
image2873,Does this image show normal lung?,yes
image2873,What is present?,respiratory
image2874,What does this image show?,lung
image2874,"Does this image show lung, pulmonary edema and focal pneumonitis?",yes
image2874,What is present?,respiratory
image2874,Is respiratory present?,yes
image2874,"Does acute peritonitis show lung, pulmonary edema and focal pneumonitis?",no
image2874,Where is this?,lung
image2874,Is glial nodule present?,no
image2875,Where is this?,lung
image2875,"Does this image show lung, bronchitis and oxygen toxicity with hyaline membranes?",yes
image2875,What does this image show?,lung
image2875,Is respiratory present?,yes
image2875,Is this myoma present?,no
image2875,"Does diagnosis show lung, bronchitis and oxygen toxicity with hyaline membranes?",no
image2875,What is present?,respiratory
image2876,Where is this?,lung
image2876,Is respiratory present?,yes
image2876,What is present?,respiratory
image2876,"Does this image show lung, squamous cell carcinoma fungating lesion right mainstbronchus?",yes
image2876,What does this image show?,lung
image2877,What does this image show?,lung
image2877,"Does this image show lung, bronchopneumonia, cystic fibrosis?",yes
image2877,"Does lesion show lung, bronchopneumonia, cystic fibrosis?",no
image2877,What is present?,respiratory
image2877,Is respiratory present?,yes
image2877,Is chronic myelogenous leukemia in blast crisis present?,no
image2877,Where is this?,lung
image2878,Is respiratory present?,yes
image2878,"Does this image show trachea, necrotizing tracheitis?",yes
image2878,"Does color show trachea, necrotizing tracheitis?",no
image2878,What is present?,respiratory
image2878,Is edema present?,no
image2878,Where is this?,lung
image2878,What does this image show?,trachea
image2879,Where is this?,lung
image2879,Is linear fracture in occiput present?,no
image2879,Is respiratory present?,yes
image2879,What is present?,respiratory
image2879,"Does hematologic show lung, bronchopneumonia, cystic fibrosis?",no
image2879,"Does this image show lung, bronchopneumonia, cystic fibrosis?",yes
image2879,What does this image show?,lung
image2880,Is traumatic rupture present?,no
image2880,Is respiratory present?,yes
image2880,What is present?,respiratory
image2880,Does lymph node show cryptococcal pneumonia?,no
image2880,Does this image show cryptococcal pneumonia?,yes
image2880,Where is this?,lung
image2881,Is squamous cell carcinoma present?,yes
image2881,Where is this?,oral
image2881,Does this image show well shown ulcerative lesion in right pyriform sinus?,yes
image2881,Is hypopharynx present?,yes
image2881,What is present?,hypopharynx
image2882,Is hypopharynx present?,yes
image2882,Does this image show large ulcerative lesion in pyriform sinus natural color?,yes
