image,question,answer
image1015,What does this image show?,thyroid
image1015,Is endocrine present?,yes
image1015,Is adenoma present?,no
image1015,What is present ?,endocrine
image1015,"Does breast show thyroid, goiter?",no
image1015,What is present?,endocrine
image1016,Is intraductal papillomatosis with apocrine metaplasia present?,no
image1016,Is endocrine present?,yes
image1016,What is present?,endocrine
image1016,"Does adenoma show adrenal glands, metastatic Breast cancer?",no
image1016,"Does this image show adrenal glands, metastatic Breast cancer?",yes
image1016,What is present ?,endocrine
image1017,What is present?,endocrine
image1017,Is endocrine present?,yes
image1017,What is present ?,endocrine
image1017,What does this image show?,adrenals
image1017,"Does this image show adrenals, normal?",yes
image1018,What is present?,endocrine
image1018,Is endocrine present?,yes
image1018,Does peritoneal fluid show adrenal medullary tumor?,no
image1018,Does this image show adrenal medullary tumor?,yes
image1018,What is present ?,endocrine
image1019,What is present?,endocrine
image1019,"Does all the fat necrosis show adrenal, neuroblastoma?",no
image1019,"Does this image show adrenal, neuroblastoma?",yes
image1019,Is endocrine present?,yes
image1019,What is present ?,endocrine
image1019,Is this image present?,no
image1020,Is anomalous origin present?,no
image1020,Is endocrine present?,yes
image1020,What is present?,endocrine
image1020,Does side show parathyroid hyperplasia?,no
image1020,Does this image show parathyroid hyperplasia?,yes
image1020,What is present ?,endocrine
image1021,What is present ?,endocrine
image1021,Is muscle atrophy present?,no
image1021,What is present?,endocrine
image1021,"Does sacrococcygeal teratoma show pituitary, chromaphobe adenoma?",no
image1021,Is endocrine present?,yes
image1021,What does this image show?,pituitary
image1021,"Does this image show pituitary, chromaphobe adenoma?",yes
image1022,What is present ?,endocrine
image1022,Is surface present?,no
image1022,Is endocrine present?,yes
image1022,What is present?,endocrine
image1022,"Does coronary artery show thyroid, goiter?",no
image1022,What does this image show?,thyroid
image1022,"Does this image show thyroid, goiter?",yes
image1023,Is retroperitoneal liposarcoma present?,no
image1023,What is present ?,endocrine
image1023,Does this image show adrenal phaeochromocytoma?,yes
image1023,Does fibrinous peritonitis show adrenal phaeochromocytoma?,no
image1023,What is present?,endocrine
image1023,Is endocrine present?,yes
image1024,"Does this image show thyroid, adenomatous goiter?",yes
image1024,Is lesion of myocytolysis present?,no
image1024,Is endocrine present?,yes
image1024,What is present?,endocrine
image1024,"Does myocardium show thyroid, adenomatous goiter?",no
image1024,What does this image show?,thyroid
image1024,What is present ?,endocrine
image1025,Is endocrine present?,yes
image1025,What is present?,endocrine
image1025,Does marked show hashimoto 's thyroiditis?,no
image1025,Does this image show hashimoto 's thyroiditis?,yes
image1025,What is present ?,endocrine
image1025,Is tuberculosis present?,no
image1026,"Does this image show pituitary, chromaphobe adenoma?",yes
image1026,What does this image show?,pituitary
image1026,Is aldehyde fuscin present?,no
image1026,What is present?,endocrine
image1026,Is endocrine present?,yes
image1026,"Does omentum show pituitary, chromaphobe adenoma?",no
image1026,What is present ?,endocrine
image1027,What is present?,endocrine
image1027,"Does anencephaly show thyroid, follicular adenoma, cystic?",no
image1027,"Does this image show thyroid, follicular adenoma, cystic?",yes
image1027,What does this image show?,thyroid
image1027,Is chronic ischemia present?,no
image1027,What is present ?,endocrine
image1027,Is endocrine present?,yes
image1028,What is present ?,endocrine
image1028,Is aldehyde fuscin present?,no
image1028,Is endocrine present?,yes
image1028,What is present?,endocrine
image1028,"Does peritoneal fluid show adrenal, neuroblastoma?",no
image1028,"Does this image show adrenal, neuroblastoma?",yes
image1029,"Does this image show adrenal, cortical adenoma?",yes
image1029,"Does metastatic carcinoma prostate show adrenal, cortical adenoma?",no
image1029,Is endocrine present?,yes
image1029,What is present?,endocrine
image1029,What does this image show?,adrenal
image1029,Is surface present?,no
image1029,What is present ?,endocrine
image1030,What is present ?,endocrine
image1030,Is an opened peritoneal cavity cause by fibrous band strangulation present?,no
image1030,What does this image show?,pituitary
image1030,"Does this image show pituitary, chromaphobe adenoma?",yes
image1030,Is endocrine present?,yes
image1030,What is present?,endocrine
image1030,"Does stillborn cord around neck show pituitary, chromaphobe adenoma?",no
image1031,What is present ?,endocrine
image1031,Is sacrococcygeal teratoma present?,no
image1031,Is endocrine present?,yes
image1031,What is present?,endocrine
image1031,Does atherosclerosis show adrenal phaeochromocytoma?,no
image1031,Does this image show adrenal phaeochromocytoma?,yes
image1032,Does this image show typical Cortical Nodule?,yes
image1032,What is present?,endocrine
image1032,Is endocrine present?,yes
image1032,What is present?,adrenal
image1032,What is present ?,endocrine
image1032,What is present ?,adrenal
image1032,Is adrenal present?,yes
image1033,What is present ?,endocrine
image1033,Is endocrine present?,yes
image1033,What is present?,endocrine
image1033,What does this image show?,pituitary
image1033,"Does this image show pituitary, chromaphobe adenoma?",yes
image1033,"Does stillborn macerated show pituitary, chromaphobe adenoma?",no
image1034,What is present ?,endocrine
image1034,Is very good example present?,no
image1034,What is present?,endocrine
image1034,"Does intraductal papillomatosis show adrenal, cortical carcimoma?",no
image1034,"Does this image show adrenal, cortical carcimoma?",yes
image1034,Is endocrine present?,yes
image1034,What does this image show?,adrenal
image1035,What is present ?,endocrine
image1035,Is case of peritonitis slide present?,no
image1035,Is endocrine present?,yes
image1035,What is present?,endocrine
image1035,"Does this image show adrenal gland, severe hemorrhage waterhouse-friderichsen syndrome?",yes
image1036,What is present ?,endocrine
image1036,Is coronary artery anomalous origin left from pulmonary artery present?,no
image1036,Is endocrine present?,yes
image1036,What is present?,endocrine
image1036,"Does fat necrosis show adrenal, myelolipoma?",no
image1036,"Does this image show adrenal, myelolipoma?",yes
image1037,"Does this image show thyroid, nodular colloid goiter?",yes
image1037,What does this image show?,thyroid
image1037,Is polycystic disease present?,no
image1037,"Does adenoma show thyroid, nodular colloid goiter?",no
image1037,Is endocrine present?,yes
image1037,What is present ?,endocrine
image1037,What is present?,endocrine
image1038,Does this image show excised sella?,yes
image1038,What is present ?,pituitary
image1038,What is present ?,endocrine
image1038,Is an opened peritoneal cavity cause by fibrous band strangulation present?,no
image1038,Is chromophobe adenoma present?,yes
image1038,Is polycystic disease present?,no
image1038,Is pituitary present?,yes
image1038,What is present?,pituitary
image1038,Is lateral view present?,no
image1038,Is endocrine present?,yes
image1038,What is present?,endocrine
image1038,Does left ventricle hypertrophy show excised sella?,no
image1039,What is present ?,endocrine
image1039,Is retroperitoneum present?,no
image1039,Does this image show fixed tissue inferior view of cerebral hemisphere with cerebellum and brainstexcised?,yes
image1039,Is endocrine present?,yes
image1039,What is present?,pituitary
image1039,Is pituitary present?,yes
image1039,Is liver present?,no
image1039,Is chromophobe adenoma present?,yes
image1039,Is opened muscle present?,no
image1039,What is present ?,pituitary
image1039,Does spina bifida show fixed tissue inferior view of cerebral hemisphere with cerebellum and brainstexcised?,no
image1039,What is present?,endocrine
image1040,What does this image show?,thyroid
image1040,"Does this image show thyroid, nodular goiter?",yes
image1040,"Does newborn cord around neck show thyroid, nodular goiter?",no
image1040,What is present?,endocrine
image1040,Is endocrine present?,yes
image1040,Is aorta present?,no
image1040,What is present ?,endocrine
